PL,NAME,YEAR,TEAM,TIME,SOURCE_FILE,EVENT_DATE
58,Daniel Nelson,FR-1,Alfred,27.17,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
46,Gavin Henderson,JR-3,St. John Fisher,25.37,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
47,Max Rasilla,JR-3,Alfred,25.37,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
55,Kyahn Henry,FR-1,Brockport St.,26.47,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
57,Elias Adamson-Endres,JR-3,Brockport St.,26.90,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
8,Mekhi Christensen Alfred,FR-1,State,23.29,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
36,Oluseye Ilori,SO-2,Brockport St.,24.70,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
48,Ben Gorman,FR-1,Fredonia,25.40,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
49,Kevin Voegelin,SO-2,Alfred,25.42,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
50,Connor Scriven,SO-2,Alfred,25.71,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
41,Elijah VanHoover,FR-1,Rochester,24.98,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
42,Mikey Thammavong,SO-2,Alfred,24.99,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
43,Mekhi Dozier,FR-1,Brockport St.,25.04,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
44,Andrew Ryan,SO-2,Houghton,25.04,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
53,Ryan Delaine,JR-3,St. John Fisher,25.88,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
39,Preston Guynup,SO-2,Alfred,24.91,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
40,Xavier Rao,FR-1,RIT,24.91,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
45,Chimaij Okafor Alfred,FR-1,State,25.05,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
26,Eric Antonecchia,SO-2,RIT,24.10,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
31,Sean Graves,FR-1,RIT,24.25,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
34,Matthew Then,SR-4,Brockport St.,24.51,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
37,Patrick Puffer Alfred,FR-1,State,24.77,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
38,Sam Tuttle,SR-4,Brockport St.,24.87,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
11,Jason Swanson,FR-1,Brockport St.,23.53,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
18,Ernest Venable,FR-1,Jr. Oswego State,23.87,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
23,Diego De,FR-1,Los Santos Rochester,24.01,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
32,Collin Gannon,FR-1,St. John Fisher,24.43,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
35,Ethan Fox,SO-2,St. John Fisher,24.55,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
24,Enrico Ganz,SO-2,Rochester,24.06,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
27,Jack Hickey Oswego,SR-4,State,24.13,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
29,Riley Ciamarra,FR-1,Alfred,24.16,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
33,Noah Engel,JR-3,Nazareth,24.51,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
9,Jacen Mitchell,FR-1,RIT,23.48,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
10,Derek Grimshaw,FR-1,Brockport St.,23.50,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
14,Rob Hartigan,SR-4,St. John Fisher,23.67,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
28,Max Creamer,SR-4,Rochester,24.15,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
13,Evan Bryant,FR-1,Rochester,23.57,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
16,Evan Frost,SO-2,SUNY Geneseo,23.73,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
19,Jonathan Jacobs,JR-3,RIT,23.88,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
25,Nathan Roehrig,JR-3,Brockport St.,24.08,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
5,Jordan Lockett,FR-1,Fredonia,23.12,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
7,Tucker Haluszczak,FR-1,RIT,23.21,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
22,Brock Young,SO-2,St. John Fisher,24.00,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
30,Benjamin Pochobradsky,SO-2,RIT,24.19,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
12,Logan Abate Buffalo,FR-1,State,23.54,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
15,Judson Delany,SO-2,Brockport St.,23.72,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
17,Mathew Broadnax Oswego,SR-4,State,23.76,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
21,Daniel Blae-Prince,FR-1,SUNY Geneseo,23.97,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
2,Dan Mars Oswego,SO-2,State,22.93,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
6,Aidan Harrington Oswego,SR-4,State,23.19,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
20,Mike Welch,SR-4,Nazareth,23.89,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
1,P.J. London,JR-3,Rochester,22.49,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
3,Mitch Lienert,SR-4,Rochester,22.96,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
4,Michael Sardo,SO-2,RIT,22.99,TFRRS _ Nazareth Conference Tune-Up - Men's 200 Meters.pdf,"February 16, 2024"
1,Solomon King,SR-4,Stonehill 21.02,10,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
2,Sean Glass,SR-4,Merrimack 21.51,8,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
3,Cory Couture,JR-3,Merrimack 21.87,6,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
4,Noah Colangelo,FR-1,Central Connecticut 21.88,5,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
5,Rafael Mahario,JR-3,Sacred Heart 21.97,4,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
6,Shea Drugan,JR-3,Stonehill 22.05,3,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
7,Jason Marchese,JR-3,Wagner 22.28,2,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
3,Cory Couture,JR-3,Merrimack 21.87,6,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
4,Noah Colangelo,FR-1,Central Connecticut 21.88,5,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
5,Rafael Mahario,JR-3,Sacred Heart 21.97,4,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
7,Jason Marchese,JR-3,Wagner 22.28,2,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
1,Solomon King,SR-4,Stonehill 21.02,10,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
2,Sean Glass,SR-4,Merrimack 21.51,8,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
6,Shea Drugan,JR-3,Stonehill 22.05,3,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
1,Solomon King,SR-4,Stonehill,21.38,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
2,Sean Glass,SR-4,Merrimack,21.51,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
3,Jason Marchese,JR-3,Wagner,21.62,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
4,Rafael Mahario,JR-3,Sacred Heart,21.80,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
5,Shea Drugan,JR-3,Stonehill,22.02,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
6,Cory Couture,JR-3,Merrimack,22.03,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
7,Elehchio Scott,SO-2,LIU,22.08,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
8,Noah Colangelo,FR-1,Central Connecticut,22.13,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
9,Alex Taddeo,SO-2,Wagner,22.16,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
10,Julian Saunders,JR-3,Saint Francis,22.23,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
11,Makhi Theosmy,SR-4,LIU,22.27,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
12,Renaldo Alleyne,SR-4,Noreiga LIU,22.38,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
13,Aleix Fuchs,FR-1,Wagner,22.44,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
14,Paride Iacono,FR-1,Wagner,22.53,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
15,Bryce Baker,JR-3,Saint Francis,22.56,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
16,Edward Williams,Jr,SR-4 Central Connecticut,22.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
17,Tristan Burke,SO-2,Central Connecticut,22.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
18,Raul Esteves,SR-4,FDU,22.85,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
18,Brandon Scott,JR-3,Le Moyne,22.85,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
20,Xavier Hayletts,FR-1,FDU,22.88,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
21,Anthony Massari,FR-1,FDU,22.91,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
22,Daniel Chambers,JR-3,FDU,23.00,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
23,Steve Combary,FR-1,Saint Francis,23.04,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
24,Jadon Kendrick,FR-1,Saint Francis,23.09,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
25,Christian Estefani,FR-1,Central Connecticut,23.46,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
26,Franco Recto,JR-3,Merrimack,23.50,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
27,Damon Wilson,FR-1,Sacred Heart,23.53,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
28,Jacques Lucien,FR-1,II Sacred Heart,23.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
29,Nikolaos Kostopoulos,FR-1,Sacred Heart,23.67,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
6,Cory Couture,JR-3,Merrimack,22.03,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
14,Paride Iacono,FR-1,Wagner,22.53,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
16,Edward Williams,Jr,SR-4 Central Connecticut,22.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
26,Franco Recto,JR-3,Merrimack,23.50,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
28,Jacques Lucien,FR-1,II Sacred Heart,23.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
2,Sean Glass,SR-4,Merrimack,21.51,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
8,Noah Colangelo,FR-1,Central Connecticut,22.13,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
13,Aleix Fuchs,FR-1,Wagner,22.44,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
22,Daniel Chambers,JR-3,FDU,23.00,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
27,Damon Wilson,FR-1,Sacred Heart,23.53,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
1,Solomon King,SR-4,Stonehill,21.38,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
9,Alex Taddeo,SO-2,Wagner,22.16,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
17,Tristan Burke,SO-2,Central Connecticut,22.63,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
23,Steve Combary,FR-1,Saint Francis,23.04,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
25,Christian Estefani,FR-1,Central Connecticut,23.46,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
3,Jason Marchese,JR-3,Wagner,21.62,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
10,Julian Saunders,JR-3,Saint Francis,22.23,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
15,Bryce Baker,JR-3,Saint Francis,22.56,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
20,Xavier Hayletts,FR-1,FDU,22.88,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
29,Nikolaos Kostopoulos,FR-1,Sacred Heart,23.67,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
7,Elehchio Scott,SO-2,LIU,22.08,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
11,Makhi Theosmy,SR-4,LIU,22.27,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
12,Renaldo Alleyne,SR-4,Noreiga LIU,22.38,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
18,Brandon Scott,JR-3,Le Moyne,22.85,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
24,Jadon Kendrick,FR-1,Saint Francis,23.09,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
4,Rafael Mahario,JR-3,Sacred Heart,21.80,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
5,Shea Drugan,JR-3,Stonehill,22.02,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
18,Raul Esteves,SR-4,FDU,22.85,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
21,Anthony Massari,FR-1,FDU,22.91,TFRRS _ NEC Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 18-19, 2024"
1,Stephen Harris,JR-3,Franklin Pierce 21.00,10,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
2,George Dixon,SR-4,Assumption 21.73,8,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
3,Nolan Freeman,SO-2,So. Conn. St. 21.80,6,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
4,Sam Sandler,FR-1,So. Conn. St. 22.01,5,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
5,Osaretin Osagie,SO-2,So. Conn. St. 22.14,4,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
6,Matai Hazel,FR-1,Saint Rose 22.42,3,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
7,Noah Conrod,SO-2,So. Conn. St. 22.80,2,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
8,Jason Lorent,JR-3,New Haven 22.94,1,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
3,Nolan Freeman,SO-2,So. Conn. St. 21.80,6,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
4,Sam Sandler,FR-1,So. Conn. St. 22.01,5,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
6,Matai Hazel,FR-1,Saint Rose 22.42,3,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
7,Noah Conrod,SO-2,So. Conn. St. 22.80,2,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
1,Stephen Harris,JR-3,Franklin Pierce 21.00,10,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
2,George Dixon,SR-4,Assumption 21.73,8,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
5,Osaretin Osagie,SO-2,So. Conn. St. 22.14,4,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
8,Jason Lorent,JR-3,New Haven 22.94,1,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
1,Stephen Harris,JR-3,Franklin Pierce,21.28,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
2,George Dixon,SR-4,Assumption,21.64,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
3,Nolan Freeman,SO-2,So. Conn. St.,21.91,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
4,Sam Sandler,FR-1,So. Conn. St.,22.05,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
5,Osaretin Osagie,SO-2,So. Conn. St.,22.15,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
6,Matai Hazel,FR-1,Saint Rose,22.20,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
7,Jason Lorent,JR-3,New Haven,22.45,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
8,Noah Conrod,SO-2,So. Conn. St.,22.50,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
9,Nile Colson,JR-3,New Haven,22.56,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
10,Patrick St.,JR-3,George Assumption,22.62,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
11,Sam Jones,FR-1,St. Anselm,22.66,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
12,Shawn Mulkerin,FR-1,Franklin Pierce,22.67,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
13,Jalen Smith-Phillip,FR-1,Assumption,22.73,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
14,Bryce Ridley,JR-3,Adelphi,22.77,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
15,Shane Pritchard,FR-1,Assumption,22.79,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
16,Rocco Samoker,JR-3,So. Conn. St.,22.94,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
17,John Perez,SR-4,Adelphi,22.94,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
18,Angel Gonzalez,SR-4,Franklin Pierce,23.01,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
19,Michael Henderson,FR-1,American Int'l,23.14,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
20,Giovanni Senat,JR-3,Adelphi,23.16,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
21,Ryan Dennehy,SR-4,Bentley,23.25,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
22,Treyvion Gilbert,FR-1,Assumption,23.45,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
23,Ryan Williams,JR-3,New Haven,23.46,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
24,Dionis Best,FR-1,Saint Rose,23.51,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
25,Jack Longobucco,FR-1,Adelphi,23.79,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
26,Isaiah Decias,JR-3,Bentley,24.30,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
1,Stephen Harris,JR-3,Franklin Pierce,21.28,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
13,Jalen Smith-Phillip,FR-1,Assumption,22.73,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
14,Bryce Ridley,JR-3,Adelphi,22.77,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
21,Ryan Dennehy,SR-4,Bentley,23.25,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
2,George Dixon,SR-4,Assumption,21.64,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
9,Nile Colson,JR-3,New Haven,22.56,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
16,Rocco Samoker,JR-3,So. Conn. St.,22.94,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
20,Giovanni Senat,JR-3,Adelphi,23.16,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
6,Matai Hazel,FR-1,Saint Rose,22.20,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
10,Patrick St.,JR-3,George Assumption,22.62,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
19,Michael Henderson,FR-1,American Int'l,23.14,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
4,Sam Sandler,FR-1,So. Conn. St.,22.05,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
7,Jason Lorent,JR-3,New Haven,22.45,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
17,John Perez,SR-4,Adelphi,22.94,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
23,Ryan Williams,JR-3,New Haven,23.46,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
11,Sam Jones,FR-1,St. Anselm,22.66,TFRRS _ Northeast-10 Indoor Track & Field Championships - Men's 200 Meters.pdf,"February 16-17, 2024"
